
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017725, 0.011929, 0.000047, 1513017725, 0.011929, 0.000047, 1513017725, 0.011927, 0.000049, 0.072544, 0, 1, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017727, 0.011927, 0.000049, 1513017727, 0.011927, 0.000049, 1513017727, 0.011927, 0.000049, 0.368223, 0, 1, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017730, 0.011927, 0.000049, 1513017730, 0.011926, 0.000049, 1513017730, 0.011926, 0.000042, 0.728312, 0, 1, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017731, 0.011926, 0.000042, 1513017731, 0.011914, 0.000041, 1513017732, 0.011930, 0.000043, 1.364017, 0, 1, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017733, 0.011930, 0.000043, 1513017733, 0.011908, 0.000044, 1513017734, 0.011930, 0.000043, 4.171275, 0, 1, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017735, 0.011924, 0.000047, 1513017735, 0.011889, 0.000034, 1513017736, 0.011924, 0.000047, 15.763180, 0, 1, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513017737, 0.011924, 0.000047, 1513017737, -nan, nan, 1513017738, 0.011926, 0.000052, 685.004247, 0, 1, 1024, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018664, 0.011841, 0.000093, 1513018664, 0.011841, 0.000093, 1513018664, 0.011841, 0.000093, 0.101631, 0, 1, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018665, 0.011841, 0.000093, 1513018665, 0.011835, 0.000092, 1513018665, 0.011841, 0.000093, 0.327029, 0, 1, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018665, 0.011841, 0.000093, 1513018665, 0.011835, 0.000092, 1513018665, 0.011841, 0.000093, 0.516185, 0, 1, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018667, 0.011850, 0.000084, 1513018667, 0.011842, 0.000081, 1513018668, 0.011850, 0.000084, 1.203973, 0, 1, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018669, 0.011850, 0.000084, 1513018669, 0.011836, 0.000078, 1513018669, 0.011850, 0.000084, 3.940233, 0, 1, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018669, 0.011850, 0.000084, 1513018669, 0.011761, 0.000049, 1513018670, 0.011850, 0.000084, 13.879813, 0, 1, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018671, 0.011846, 0.000091, 1513018671, -nan, nan, 1513018671, 0.011846, 0.000091, 663.325130, 0, 1, 1024, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018672, 0.011846, 0.000091, 1513018672, 0.011846, 0.000091, 1513018673, 0.011839, 0.000088, 0.077400, 0, 5, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018674, 0.011839, 0.000088, 1513018674, 0.011835, 0.000087, 1513018677, 0.011847, 0.000088, 0.287748, 0, 5, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018677, 0.011847, 0.000088, 1513018677, 0.011839, 0.000086, 1513018679, 0.011847, 0.000088, 0.431005, 0, 5, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018812, 0.011835, 0.000081, 1513018812, 0.011835, 0.000081, 1513018813, 0.011835, 0.000081, 0.108171, 0, 1, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018814, 0.011835, 0.000081, 1513018814, 0.011829, 0.000078, 1513018814, 0.011835, 0.000081, 0.291323, 0, 1, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018815, 0.011835, 0.000081, 1513018815, 0.011830, 0.000077, 1513018816, 0.011828, 0.000081, 0.449649, 0, 1, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018817, 0.011828, 0.000081, 1513018817, 0.011820, 0.000077, 1513018818, 0.011828, 0.000081, 1.487188, 0, 1, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018818, 0.011842, 0.000081, 1513018818, 0.011824, 0.000070, 1513018818, 0.011842, 0.000081, 4.072308, 0, 1, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018819, 0.011842, 0.000081, 1513018819, 0.011781, 0.000037, 1513018820, 0.011842, 0.000081, 14.833434, 0, 1, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018820, 0.011842, 0.000081, 1513018820, 0.011842, 0.000081, 1513018822, 0.011839, 0.000080, 0.080426, 0, 5, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018822, 0.011839, 0.000080, 1513018822, 0.011832, 0.000076, 1513018824, 0.011839, 0.000080, 0.276721, 0, 5, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018824, 0.011833, 0.000085, 1513018824, 0.011829, 0.000079, 1513018827, 0.011833, 0.000085, 0.493627, 0, 5, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018829, 0.011836, 0.000085, 1513018829, 0.011821, 0.000079, 1513018830, 0.011836, 0.000085, 1.368128, 0, 5, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018833, 0.011837, 0.000078, 1513018833, 0.011817, 0.000067, 1513018834, 0.011834, 0.000081, 4.326646, 0, 5, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018835, 0.011834, 0.000081, 1513018835, 0.011774, 0.000048, 1513018837, 0.011828, 0.000080, 14.380410, 0, 5, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018988, 0.011749, 0.000130, 1513018988, 0.011749, 0.000130, 1513018988, 0.011749, 0.000130, 0.092035, 0, 1, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018989, 0.011749, 0.000130, 1513018989, 0.011749, 0.000130, 1513018990, 0.011749, 0.000130, 0.159976, 0, 5, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018991, 0.011749, 0.000130, 1513018991, 0.011749, 0.000130, 1513018994, 0.011749, 0.000130, 0.111846, 0, 10, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513018995, 0.011835, 0.000115, 1513018995, 0.011835, 0.000115, 1513019007, 0.011837, 0.000110, 0.087743, 0, 50, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019008, 0.011837, 0.000110, 1513019008, 0.011837, 0.000110, 1513019034, 0.011833, 0.000098, 0.161759, 0, 100, 1, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019034, 0.011833, 0.000098, 1513019034, 0.011827, 0.000096, 1513019034, 0.011833, 0.000098, 0.335410, 0, 1, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019036, 0.011826, 0.000094, 1513019036, 0.011833, 0.000084, 1513019038, 0.011826, 0.000094, 0.306210, 0, 5, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019040, 0.011844, 0.000079, 1513019040, 0.011840, 0.000073, 1513019042, 0.011844, 0.000079, 0.364068, 0, 10, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019044, 0.011826, 0.000091, 1513019044, 0.011827, 0.000088, 1513019056, 0.011833, 0.000094, 0.268037, 0, 50, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019057, 0.011833, 0.000094, 1513019057, 0.011832, 0.000092, 1513019082, 0.011825, 0.000091, 0.357929, 0, 100, 6, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019083, 0.011825, 0.000091, 1513019083, 0.011817, 0.000088, 1513019083, 0.011825, 0.000091, 0.375339, 0, 1, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019084, 0.011817, 0.000087, 1513019084, 0.011815, 0.000086, 1513019086, 0.011817, 0.000087, 0.425241, 0, 5, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019088, 0.011835, 0.000090, 1513019088, 0.011832, 0.000089, 1513019090, 0.011835, 0.000090, 0.428784, 0, 10, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019092, 0.011834, 0.000090, 1513019092, 0.011829, 0.000085, 1513019104, 0.011821, 0.000085, 0.432825, 0, 50, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019105, 0.011821, 0.000085, 1513019105, 0.011821, 0.000081, 1513019130, 0.011830, 0.000084, 0.515835, 0, 100, 12, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019131, 0.011830, 0.000084, 1513019131, 0.011821, 0.000075, 1513019133, 0.011831, 0.000084, 1.433835, 0, 1, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019134, 0.011831, 0.000084, 1513019134, 0.011818, 0.000078, 1513019137, 0.011831, 0.000084, 1.307670, 0, 5, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019139, 0.011837, 0.000084, 1513019139, 0.011821, 0.000075, 1513019142, 0.011837, 0.000084, 1.564428, 0, 10, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019143, 0.011824, 0.000076, 1513019143, 0.011818, 0.000073, 1513019155, 0.011820, 0.000080, 1.396895, 0, 50, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019157, 0.011820, 0.000080, 1513019157, 0.011816, 0.000077, 1513019182, 0.011807, 0.000091, 1.208909, 0, 100, 36, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019183, 0.011807, 0.000091, 1513019183, 0.011766, 0.000059, 1513019184, 0.011807, 0.000091, 4.035283, 0, 1, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019186, 0.011807, 0.000091, 1513019186, 0.011766, 0.000060, 1513019188, 0.011803, 0.000097, 4.395594, 0, 5, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019190, 0.011803, 0.000097, 1513019190, 0.011756, 0.000073, 1513019192, 0.011802, 0.000099, 4.362021, 0, 10, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019194, 0.011807, 0.000093, 1513019194, 0.011799, 0.000077, 1513019206, 0.011818, 0.000083, 4.016998, 0, 50, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019207, 0.011818, 0.000083, 1513019207, 0.011793, 0.000062, 1513019232, 0.011802, 0.000091, 4.071629, 0, 100, 72, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019234, 0.011802, 0.000091, 1513019234, 0.011765, 0.000058, 1513019235, 0.011802, 0.000091, 13.794168, 0, 1, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019237, 0.011805, 0.000094, 1513019237, 0.011757, 0.000062, 1513019238, 0.011806, 0.000091, 15.281447, 0, 5, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019240, 0.011806, 0.000091, 1513019240, 0.011765, 0.000060, 1513019242, 0.011803, 0.000092, 13.972634, 0, 10, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019243, 0.011807, 0.000092, 1513019243, 0.011763, 0.000058, 1513019256, 0.011809, 0.000088, 17.889372, 0, 50, 144, 0
b_ts, b_mean, b_std, p_ts, p_mean, p_std, a_ts, a_mean, a_std, rte(ms), gpu, trades, generations, blocksize
1513019258, 0.011809, 0.000088, 1513019258, 0.011765, 0.000052, 1513019283, 0.011816, 0.000092, 14.446458, 0, 100, 144, 0
